symbol,calendarYear,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted
ACI,2017,59678200000.0,43037700000.0,16640500000.0,0.278837163319269,0.0,0.0,0.0,16000000000.0,59037700000.0,0.0,1003800000.0,1804800000.0,2345000000.0,0.03929408058554045,640500000.0,0.010732562309184929,-1104100000.0,-463600000.0,-0.007768330814267186,-90300000.0,-373300000.0,-0.006255215472316524,-0.657218,-0.657218
ACIW,2017,1024191000.0,452286000.0,571905000.0,0.5583968224676843,136921000.0,153032000.0,107885000.0,487265000.0,939551000.0,564000.0,39013000.0,102224000.0,184809000.0,0.1804438820493443,84640000.0,0.08264083554727585,-2619000.0,43572000.0,0.042542846012120786,38437000.0,5135000.0,0.005013713262467645,0.04,0.04
ACLS,2017,410561000.0,260314000.0,150247000.0,0.36595536351480046,43071000.0,30802000.0,28532000.0,102405000.0,362719000.0,714000.0,5121000.0,5002000.0,53954000.0,0.131415307347751,47842000.0,0.11652835997574051,-4011000.0,43831000.0,0.10675880076285862,-83128000.0,126959000.0,0.309232976342127,4.11,3.8
ACM,2017,18203402000.0,17519682000.0,683720000.0,0.03756001213399561,0.0,133309000.0,0.0,133309000.0,17652991000.0,0.0,231310000.0,278631000.0,857037000.0,0.04708114450254958,653856000.0,0.035919439673968635,-224674000.0,429182000.0,0.02357702148202847,7706000.0,339390000.0,0.018644317144674384,2.18,2.13
ACMR,2017,36506000.0,19281000.0,17225000.0,0.4718402454,5138000.0,5887000.0,5500000.0,16525000.0,35806000.0,9000.0,277000.0,77000.0,777000.0,0.0212841725,700000.0,0.0191749301,-1025000.0,-325000.0,-0.0089026461,547000.0,-316000.0,-0.0238864844,-0.0423,-0.0423
ACN,2017,36765478000.0,25734986000.0,11030492000.0,0.3000230814352529,0.0,2643570000.0,3754313000.0,6397883000.0,32132869000.0,37940000.0,15545000.0,801789000.0,5243583000.0,0.14262246230009576,4632609000.0,0.12600431850770444,-16577000.0,4616032000.0,0.12555343357700938,981100000.0,3445149000.0,0.093706084822289,5.56,5.44
ACNB,2017,60501000.0,0.0,0.0,0.0,0.0,26029000.0,433000.0,0.0,0.0,51533000.0,5433000.0,2292000.0,24147000.0,0.3991173699608271,0.0,0.0,0.0,16422000.0,0.2714335300242971,6634000.0,9788000.0,0.16178244987686155,1.5,1.5
ACNT,2017,201147682.0,173066732.0,28080950.0,0.1396036470358132,0.0,0.0,0.0,24540316.0,197607048.0,0.0,985366.0,7403539.0,9867406.0,0.04905552926033719,3540634.0,0.017602161579967895,-2062133.0,1478501.0,0.007350325816829447,137139.0,1341362.0,0.006668543165215297,0.15,0.15
ACOR,2017,588287000.0,135714000.0,452573000.0,0.769306478,166105000.0,181619000.0,0.0,347724000.0,483438000.0,136000.0,18664000.0,23234000.0,127676000.0,0.2170301231,104442000.0,0.1775357946,-356327000.0,-251885000.0,-0.4281668641,-28526000.0,-223359000.0,-0.3796769264,-29.13,-29.13
ACR,2017,45964000.0,0.0,0.0,0.0,0.0,10243000.0,0.0,0.0,0.0,99318000.0,57657000.0,3150000.0,100957000.0,2.19643634148464,0.0,0.0,0.0,54070000.0,1.1763554085806283,6613000.0,33537000.0,0.7296362370550866,0.540001,0.540001
ACRE,2017,46348000.0,0.0,46348000.0,1.0,0.0,6727000.0,0.0,6727000.0,0.0,97541000.0,51193000.0,0.0,81778000.0,1.7644342797963235,0.0,0.0,30610000.0,30610000.0,0.6604384223698972,178000.0,30407000.0,0.6560585138517304,1.07,1.07
ACRS,2017,1683000.0,1207000.0,476000.0,0.2828282828282828,39790000.0,33109000.0,0.0,72899000.0,74106000.0,0.0,0.0,402000.0,-69951000.0,-41.563279857397504,-72423000.0,-43.032085561497325,2070000.0,-70353000.0,-41.80213903743316,-1830000.0,-68523000.0,-40.71479500891265,-2.44,-2.44
ACRX,2017,7995000.0,10659000.0,-2664000.0,-0.33320825515947466,19409000.0,16609000.0,0.0,36018000.0,46677000.0,510000.0,14037000.0,1744000.0,-36428000.0,-4.556347717323327,-38682000.0,-4.83827392120075,-13527000.0,-52209000.0,-6.5302063789868665,-701000.0,-51508000.0,-6.442526579111945,-21.972745869098823,-21.972745869098823
ACST,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG,2017,65402000.0,62007000.0,3395000.0,0.05190972753126816,1189000.0,27219000.0,0.0,28419000.0,90426000.0,4276000.0,4276000.0,22243000.0,51654000.0,0.7897923610898749,-27272000.0,-0.4169903061068469,51911000.0,24639000.0,0.3767315984220666,2955000.0,22180000.0,0.33913335983609066,0.44,0.44
ACU,2017,130550349.0,82651076.0,47899273.0,0.36690268058954023,0.0,40103220.0,0.0,40103220.0,122754296.0,29376.0,1356536.0,2894860.0,10744693.0,0.0823030584161824,7796053.0,0.05971683001781941,-1302756.0,6493297.0,0.049737875461367015,2440818.0,4052479.0,0.031041502615975387,1.21,1.09
ADAP,2017,37833000.0,0.0,37833000.0,1.0,87388000.0,31106000.0,0.0,118494000.0,118494000.0,2230000.0,2230000.0,16397000.0,-64264000.0,-1.6986228954,-80661000.0,-2.132027595,10974000.0,-69687000.0,-1.8419633653,451000.0,-70138000.0,-1.8538841752,-0.8,-0.8
ADBE,2017,7301505000.0,1010491000.0,6291014000.0,0.8616051074401784,1224059000.0,624706000.0,2197592000.0,4122919000.0,5133410000.0,66069000.0,74402000.0,325997000.0,2538040000.0,0.3476050485482103,2168095000.0,0.2969380970087674,-30454000.0,2137641000.0,0.29276717608219127,443687000.0,1693954000.0,0.232000662877037,3.43,3.38
ADC,2017,116555000.0,12467000.0,104088000.0,0.8930376217236498,0.0,9949000.0,0.0,41701000.0,54168000.0,0.0,0.0,31752000.0,89864000.0,0.7710008150658487,62387000.0,0.5352580326884303,-3597000.0,58790000.0,0.5043970657629445,0.0,58112000.0,0.49858006949508815,2.09,2.08
ADEA,2017,373732000.0,6308000.0,367424000.0,0.9831215951537465,105849000.0,0.0,0.0,362428000.0,368736000.0,0.0,28292000.0,119131000.0,89080000.0,0.23835261631329402,-31500000.0,-0.08428499566534307,-26843000.0,-58343000.0,-0.1561091905429559,-1785000.0,-56558000.0,-0.15133304078858648,-1.15,-1.15
ADES,2017,35692000.0,31885000.0,3807000.0,0.10666255743583997,157000.0,16675000.0,0.0,17621000.0,49506000.0,54000.0,3024000.0,789000.0,55838000.0,1.5644402106914714,-13814000.0,-0.38703350890955956,65839000.0,52025000.0,1.4576095483581755,24152000.0,27873000.0,0.7809313011319063,1.3,1.29
ADI,2017,5107503000.0,2045907000.0,3061596000.0,0.5994310723,968602000.0,0.0,0.0,1956999000.0,4002906000.0,30333000.0,250840000.0,608250000.0,1663384000.0,0.3256746007,1055134000.0,0.2065850965,-226649000.0,828485000.0,0.1622094006,101226000.0,727259000.0,0.1423903226,2.09,2.07
ADIL,2017,0.0,0.0,0.0,0.0,182107.0,813179.0,0.0,995286.0,995286.0,367.0,144537.0,565.0,-994354.0,0.0,-995286.0,0.0,-144170.0,-1139456.0,0.0,0.0,-1139456.0,0.0,-0.21,-0.21
ADM,2017,60828000000.0,57322000000.0,3506000000.0,0.0576379299,0.0,1993000000.0,0.0,1993000000.0,59315000000.0,106000000.0,330000000.0,924000000.0,2967000000.0,0.0487768791,1289000000.0,0.0335865062,-434000000.0,1609000000.0,0.0264516341,7000000.0,1595000000.0,0.026221477,2.86,2.79
ADMA,2017,22760560.0,29164321.0,-6403761.0,-0.2813534026,6229587.0,18092835.0,0.0,32060846.0,61225167.0,57228.0,3285847.0,1529169.0,-37780827.0,-1.6599251952,-39309996.0,-1.7271102293,-4448979.0,-43758975.0,-1.9225790139,4448979.0,-48207954.0,-2.1180477985,-2.11,-2.11
ADMP,2017,13073259.0,7419988.0,5653271.0,0.4324301232003435,7526784.0,0.0,0.0,30346008.0,37765996.0,102233.0,231291.0,3063553.0,-22583527.0,-1.727459618141123,-24789083.0,-1.8961670536780462,-1056576.0,-25878371.0,-1.9794888940852469,-339391.0,-25538980.0,-1.953528190637086,-0.9,-0.9
ADNT,2017,16213000000.0,14805000000.0,1408000000.0,0.0868438907,0.0,0.0,0.0,691000000.0,15496000000.0,4000000.0,126000000.0,358000000.0,1460000000.0,0.0900511935,1102000000.0,0.0679701474,-41000000.0,1061000000.0,0.0654413125,99000000.0,877000000.0,0.054092395,9.38,9.34
ADP,2017,12379800000.0,7252300000.0,5127500000.0,0.414,0.0,2783200000.0,0.0,2783200000.0,10053000000.0,76700000.0,80000000.0,316100000.0,2927200000.0,0.2364497003182604,1929400000.0,0.15585065994604114,601700000.0,2531100000.0,0.2044540299520186,797700000.0,1733400000.0,0.14001841709882226,3.87,3.85
ADPT,2017,38448000.0,15680000.0,22768000.0,0.5921764461090304,31995000.0,15949000.0,16765000.0,66403000.0,82083000.0,1644000.0,0.0,5796000.0,-37035000.0,-0.963249063670412,-44475000.0,-1.1567571785268413,1644000.0,-42831000.0,-1.113998127340824,0.0,-42831000.0,-1.113998127340824,-0.403246,-0.403246
ADSK,2017,2031000000.0,341900000.0,1689100000.0,0.8316592811422945,766100000.0,287800000.0,1022500000.0,2108200000.0,2450100000.0,0.0,29700000.0,139200000.0,-354900000.0,-0.17474150664697194,-499600000.0,-0.24598719842442146,-24200000.0,-523800000.0,-0.25790251107828654,58300000.0,-582100000.0,-0.2866075824716888,-2.6,-2.6
ADT,2017,4315502000.0,895736000.0,3419766000.0,0.7924375889525714,0.0,1209200000.0,0.0,3072499000.0,3968235000.0,0.0,732841000.0,1863299000.0,2174454000.0,0.5038704651278113,282439000.0,0.06544754237166384,-704125000.0,-421686000.0,-0.09771424042903931,-764313000.0,342627000.0,0.07939447137320294,0.457975,0.457975
ADTN,2017,666900000.0,363240000.0,303660000.0,0.4553306342780027,130434000.0,135489000.0,0.0,265923000.0,629163000.0,4380000.0,556000.0,15692000.0,60935000.0,0.09137052031788874,37737000.0,0.056585695006747636,6950000.0,44687000.0,0.06700704753336333,20847000.0,23840000.0,0.03574748837906733,0.49,0.49
ADUS,2017,425715000.0,310119000.0,115596000.0,0.2715337725943413,0.0,76902000.0,0.0,91824000.0,401943000.0,66000.0,4472000.0,6663000.0,33332000.0,0.07829651292531388,26239000.0,0.06163513148467872,-4189000.0,22050000.0,0.05179521510869948,8589000.0,13608000.0,0.03196504703851168,1.169876,1.169876
ADVM,2017,1849000.0,0.0,0.0,0.0,39839000.0,20857000.0,0.0,60696000.0,60696000.0,0.0,0.0,2096000.0,-54051000.0,-29.232558139534884,-58847000.0,-31.826392644672797,2700000.0,-56147000.0,-30.36614386154678,0.0,-56147000.0,-30.36614386154678,-1.29,-1.29
AE,2017,1322060000.0,1310848000.0,11212000.0,0.008480704355324267,0.0,9707000.0,0.0,9707000.0,1320555000.0,1103000.0,27000.0,13599000.0,10199000.0,0.007714475893681074,1502000.0,0.0011361057743218916,-4929000.0,-3427000.0,-0.002592166770040694,-2945000.0,-482000.0,-0.0003645825454215391,-0.11,-0.11
AEE,2017,6177000000.0,3346000000.0,2831000000.0,0.45831309697264044,0.0,0.0,0.0,1373000000.0,4719000000.0,34000000.0,391000000.0,952000000.0,2442000000.0,0.39533754249635744,1458000000.0,0.23603691112190384,-353000000.0,1105000000.0,0.17888942852517403,576000000.0,523000000.0,0.08466893313906428,2.16,2.14
AEHR,2017,18898000.0,12118000.0,6780000.0,0.3587681236109641,4657000.0,0.0,0.0,11709000.0,23827000.0,0.0,678000.0,271000.0,-4679000.0,-0.24759233781352524,-4929000.0,-0.26082125092602393,-699000.0,-5628000.0,-0.2978092919885702,25000.0,-5653000.0,-0.2991321832998201,-0.35,-0.35
AEI,2017,10757093.0,7527602.0,3229491.0,0.30021967830900037,350462.0,7780596.0,0.0,8131058.0,15658660.0,25894.0,25894.0,58032.0,-4813244.0,-0.44744839521234964,-4901567.0,-0.4556590707173397,-2551920.0,-7453487.0,-0.6928904491204083,-588659.0,-4308511.0,-0.400527447331728,-0.02472722074094582,-0.02472722074094582
AEIS,2017,671012000.0,314631000.0,356381000.0,0.531109726800713,57999000.0,0.0,0.0,155611000.0,470242000.0,0.0,0.0,9424000.0,209375000.0,0.31202869695325863,200770000.0,0.2992047832229528,-2579000.0,198191000.0,0.29536133481964555,62090000.0,137861000.0,0.20545236150769286,3.47,3.43
AEL,2017,2990734000.0,0.0,2990734000.0,1.0,0.0,58043000.0,0.0,0.0,2674463000.0,-2023668000.0,2068160000.0,3948000.0,2388379000.0,0.7985929207,2384431000.0,0.7972728434,-2068160000.0,316271000.0,0.1057502941,141626000.0,174645000.0,0.0583953638,1.96,1.93
AEMD,2017,392073.0,0.0,0.0,0.0,0.0,6490430.0,0.0,6490430.0,6490430.0,0.0,304330.0,32413.0,-6939370.0,-17.69917846931566,-6098357.0,-15.554136602112361,-1208369.0,-7306726.0,-18.636136637819998,0.0,-7276113.0,-18.55805679044464,-14.09993,-14.09993
AEO,2017,3609865000.0,2242938000.0,1366927000.0,0.37866429908043653,0.0,0.0,0.0,1014285000.0,3257223000.0,0.0,0.0,158174000.0,493436000.0,0.13669098428888615,331476000.0,0.09182504054860777,3786000.0,335262000.0,0.09287383323199067,122813000.0,212449000.0,0.05885233935341072,1.17,1.16
AEP,2017,15424900000.0,6453100000.0,8971800000.0,0.5816439652769224,0.0,0.0,0.0,5540600000.0,11993700000.0,16000000.0,895000000.0,2126300000.0,5903600000.0,0.3827318167378719,3570500000.0,0.23147637910132318,-754300000.0,2816200000.0,0.18257492755220456,969700000.0,1912600000.0,0.12399432087079981,3.89,3.88
AEPPZ,2017,15424900000.0,8982600000.0,6442300000.0,0.4176558681,0.0,0.0,0.0,-2648700000.0,6333900000.0,16000000.0,-895000000.0,-1838200000.0,5269400000.0,0.3416164773,3431200000.0,0.2224455264,-532600000.0,2898600000.0,0.1879169395,969700000.0,1912600000.0,0.1239943209,3.89,3.88
AES,2017,10530000000.0,8066000000.0,2464000000.0,0.23399810066476734,0.0,215000000.0,0.0,215000000.0,8281000000.0,244000000.0,1170000000.0,1169000000.0,2168000000.0,0.20588793922127255,2249000000.0,0.21358024691358024,-552000000.0,771000000.0,0.07321937321937322,990000000.0,-1161000000.0,-0.11025641025641025,-1.76,-1.76
AESC,2017,10530000000.0,8066000000.0,2464000000.0,0.2339981007,0.0,215000000.0,0.0,215000000.0,8281000000.0,244000000.0,1170000000.0,1169000000.0,2168000000.0,0.2058879392,999000000.0,0.0948717949,-228000000.0,771000000.0,0.0732193732,990000000.0,-219000000.0,-0.0207977208,0.0,0.0
AEY,2017,48713746.0,33903153.0,14810593.0,0.3040331368,0.0,0.0,0.0,14664987.0,48568140.0,0.0,389722.0,1714016.0,1859622.0,0.0381744816,145606.0,0.0029890126,-389722.0,-244116.0,-0.0050112344,-146000.0,-98116.0,-0.0020141338,-0.0096,-0.0096
