symbol,calendarYear,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted
AAME,2022,187851000,0,187851000,1,0,0,0,-184693000,185755000,0,1952000,890000,4048000,0.021548994,3158000,0.016811196,-1062000,2096000,0.011157779,571000,1525000,0.008118136,0.0748,0.0748
AAN,2022,2249434000,1087661000,1161773000,0.516473477,0,515144000,39121000,1005287000,2092948000,0,9875000,592049000,746215000,0.331734561,154166000,0.068535463,-168909000,-14743000,-0.006554093,-9463000,-5280000,-0.002347257,-0.17,-0.17
AAOI,2022,222818000,189191000,33627000,0.150916892,36244000,46658000,9723000,92625000,281816000,126000,6319000,-1079000,-60077000,-0.269623639,-58998000,-0.264781122,-7398000,-66396000,-0.297983107,1000,-66397000,-0.297987595,-2.47,-2.47
AAON,2022,888788000,651216000,237572000,0.267298838,0,99286000,2353000,110823000,762039000,0,2627000,35817000,162578000,0.182921012,126761000,0.142622313,-2228000,124533000,0.140115528,24157000,100376000,0.112935818,1.89,1.86
AAP,2022,11154722000,6192622000,4962100000,0.444843,0,0,0,4247949000,10440571000,0,51060000,276804000,990955000,0.088837266,714151000,0.064022304,-65464000,648687000,0.058153578,146815000,501872000,0.044991888,7.84,7.78
AAPL,2022,3.94328E+11,2.23546E+11,1.70782E+11,0.433096306,26251000000,0,0,51345000000,2.74891E+11,2825000000,2931000000,11104000000,1.30541E+11,0.331046743,1.19437E+11,0.302887444,-334000000,1.19103E+11,0.302040433,19300000000,99803000000,0.253096407,6.15,6.11
AAT,2022,422648000,152433000,270215000,0.639338173,0,32143000,0,155481000,307914000,225000,58232000,122713000,237447000,0.561807935,114734000,0.27146467,-58857000,55877000,0.132206943,850000,55877000,0.132206943,0.72,0.57
AB,2022,305504000,1693200000,-1387696000,-4.542316958,0,641635000,215556000,1545994000,3239194000,0,66438000,66617000,1004507000,3.288032235,937890000,3.069976171,-632386000,305504000,1,31339000,274165000,0.897418692,2.69,2.69
ABBV,2022,58054000000,17414000000,40640000000,0.700037896,6510000000,0,0,21826000000,39240000000,186000000,2230000000,8467000000,19659000000,0.338632997,11192000000,0.192786027,2285000000,13477000000,0.232145933,1632000000,11836000000,0.203879147,6.65,6.63
ABC,2022,2.38587E+11,2.30291E+11,8296367000,0.034772921,0,0,0,5542857000,2.35833E+11,21309000,210673000,1108379000,3474757000,0.014563899,2366378000,0.009918302,-183321000,2183057000,0.009149941,516517000,1698820000,0.007120338,8.15,8.04
ABCB,2022,1085421000,0,1085421000,1,0,319719000,12481000,-539463000,-539463000,893886000,92860000,19744000,565702000,0.521182104,545958000,0.502991927,-92860000,453098000,0.417439869,106558000,346540000,0.319267823,5,4.99
ABCL,2022,485424000,66436000,418988000,0.863138205,107879000,55485000,11270000,191923000,258359000,16079000,4045000,59735000,276246000,0.569081875,216511000,0.446024506,22588000,239099000,0.492557022,80580000,158519000,0.326557813,0.56,0.5
ABEO,2022,1414000,450000,964000,0.68175389,28965000,17256000,0,46221000,46671000,431000,736000,572000,-44685000,-31.60183876,-45257000,-32.00636492,5561000,-39696000,-28.07355021,-7887000,-31809000,-22.49575672,-4.05,-4.05
ABG,2022,15433900000,12333300000,3100600000,0.200895432,0,1423500000,339900000,1828000000,14161300000,0,160600000,69000000,1341600000,0.086925534,1272600000,0.082454856,46500000,1319100000,0.085467704,321800000,997300000,0.064617498,44.78,44.61
ABIO,2022,0,0,0,0,4749000,5847000,0,10596000,10596000,675000,675000,114000,-10596000,0,-10596000,0,670000,-9926000,0,-670000,-9256000,0,-0.64,-0.64
ABM,2022,7806600000,0,7806600000,1,0,0,0,7457900000,7457900000,0,41100000,74400000,423200000,0.05421054,348800000,0.044680142,-38800000,310000000,0.039709989,79600000,230400000,0.029513489,3.44,3.41
ABNB,2022,8399000000,1499000000,6900000000,0.821526372,1502000000,950000000,1516000000,5009000000,6508000000,186000000,24000000,381000000,2183000000,0.259911894,1802000000,0.214549351,187000000,1989000000,0.236813906,96000000,1893000000,0.225383974,3.07,3.07
ABOS,2022,0,0,0,0,32361000,12876000,0,45237000,45237000,2392000,-2381000,169000,-45068000,0,-45237000,0,2381000,-42856000,0,-2381000,-40475000,0,-1,-1
ABR,2022,619061000,161825000,457236000,0.738596035,0,161825000,53990000,2136000,163961000,948401000,557617000,8732000,868662000,1.4031929,859930000,1.389087667,-488619000,371311000,0.599797112,17484000,325783000,0.526253471,1.72,1.67
ABSI,2022,5747000,0,5747000,1,58908000,0,0,112497000,112497000,0,972000,15394000,-91356000,-15.89629372,-106750000,-18.57490865,1385000,-105365000,-18.33391335,-461000,-104904000,-18.25369758,-1.15,-1.15
ABT,2022,43653000000,19142000000,24511000000,0.561496346,2888000000,0,0,16149000000,35291000000,183000000,375000000,2334000000,10696000000,0.245023252,8362000000,0.191556136,-56000000,8306000000,0.190273292,1373000000,6933000000,0.1588207,3.91,3.88
ABUS,2022,39019000,0,39019000,1,84408000,17834000,0,102242000,102242000,2192000,1726000,4425000,-61031000,-1.564135421,-65456000,-1.67754171,444000,-65012000,-1.666162639,4444000,-69456000,-1.78005587,-0.46,-0.46
ABVC,2022,969783,286415,683368,0.704660733,2693457,13104323,0,15797780,16084195,187817,293968,294617,-14819795,-15.28155783,-15114412,-15.58535466,-400184,-15514596,-15.9980078,797778,-16312374,-16.82064338,-0.52,-0.52
AC,2022,15228000,18883000,-3655000,-0.240018387,0,18883000,0,7607000,26490000,10437000,216000,341000,48378000,3.176910954,48037000,3.154517993,-108502000,-60465000,-3.970646178,-14943000,-45522000,-2.989361702,-2.07,-2.07
ACA,2022,2242800000,1820000000,422800000,0.188514357,0,0,0,262800000,2082800000,1100000,31000000,154100000,312300000,0.139245586,158200000,0.070536829,158000000,316200000,0.140984484,70400000,245800000,0.109595149,5.08,5.05
ACAB,2022,0,0,0,0,0,0,0,2050410,2050410,4123819,-3761319,362500,-1687910,0,-2050410,0,3761319,1710909,0,823991,886918,0,0.02,0.02
ACABW,2022,0,0,0,0,0,0,0,2050410,2050410,4123819,-3761319,362500,-1687910,0,-2050410,0,3761319,1710909,0,823991,886918,0,0,0
ACAD,2022,517235000,10166000,507069000,0.980345491,361575000,0,0,730665000,740831000,6610000,6610000,2026000,-223596000,-0.432290932,-223596000,-0.432290932,10152000,-213444000,-0.41266349,2531000,-215975000,-0.417556817,-1.34,-1.34
ACAH,2022,0,0,0,0,0,0,0,4849949,4849949,4645291,-23617162,-14221072,-19071021,0,-4849949,0,23617162,18767213,0,772892,17994321,0,0.42,0.42
ACAHW,2022,0,0,0,0,0,0,0,4849949,4849949,4645291,-23617162,-14221072,-19071021,0,-4849949,0,23617162,18767213,0,772892,17994321,0,0.42,0.42
ACAQ,2022,0,0,0,0,0,4515112,0,4515112,4515112,0,-5918398,0,-7474311,0,-7474311,0,5918398,-1555913,0,690232,-2246145,0,-0.0719,-0.0719
ACB,2022,221339000,200114000,21225000,0.095893629,10389000,126969000,62025000,240600000,440714000,4507000,71813000,76286000,-143089000,-0.646469895,-219375000,-0.991126733,-1500745000,-1720120000,-7.771427539,-2141000,-1717979000,-7.761754594,-7.99,-7.99
ACBA,2022,0,0,0,0,0,838852,0,838852,838852,12,-3846128,3846128,-2761910,0,-6608038,0,7692256,1084218,0,-3846128,4930346,0,1.07,1.07
ACCD,2022,310021000,169019000,141002000,0.454814351,83664000,99106000,86765000,312143000,481162000,0,2905000,42475000,-128666000,-0.415023498,-171141000,-0.552030346,42378000,-128763000,-0.41533638,-5639000,-123124000,-0.39714729,-1.93,-1.93
ACCO,2022,1947600000,1395300000,552300000,0.283579791,0,0,0,418200000,1813500000,8300000,45600000,79400000,239200000,0.122817827,159800000,0.082049702,-144900000,14900000,0.007650442,28100000,-13200000,-0.006777572,-0.14,-0.14
ACDC,2022,2425600000,1706000000,719600000,0.296668865,0,0,0,258400000,1964400000,0,59500000,332600000,745000000,0.307140501,412400000,0.170019789,-60600000,351800000,0.14503628,9100000,342700000,0.141284631,6.35,6.35
ACEL,2022,969797000,670901000,298896000,0.308204707,0,145942000,0,202041000,872942000,0,21637000,46779000,143634000,0.148107284,96855000,0.099871416,-2093000,94762000,0.097713233,20660000,74102000,0.076409805,0.82,0.81
ACER,2022,0,0,0,0,11924837,12689422,0,24614259,24614259,0,101432,-198470,-24812729,0,-24614259,0,-1623056,-26237315,0,1623056,-27860371,0,-1.77,-1.77
ACET,2022,24990000,0,24990000,1,71246000,26295000,0,97541000,97541000,3760000,80000,2841000,-69710000,-2.789515806,-72551000,-2.903201281,2761000,-69790000,-2.792717087,-2761000,-67029000,-2.682232893,-1.63,-1.63
ACGL,2022,9599857000,1234375000,8365482000,0.871417356,0,95482000,0,1128175000,8111364000,22497000,130266000,106200000,1793360000,0.186811116,1687160000,0.175748451,-198667000,1488493000,0.155053664,79961000,1476933000,0.153849479,3.9,3.8
ACGLN,2022,9599857000,1234375000,8365482000,0.871417356,0,95482000,0,1128175000,8111364000,22497000,130266000,106200000,1793360000,0.186811116,1687160000,0.175748451,-198667000,1488493000,0.155053664,79961000,1476933000,0.153849479,4.01,3.91
ACGLO,2022,9599857000,1234375000,8365482000,0.871417356,0,95482000,0,8306542000,8111364000,22497000,130266000,106200000,1793360000,0.186811116,1687160000,0.175748451,-198667000,1488493000,0.155053664,79961000,1476933000,0.153849479,2.53,2.53
ACHC,2022,2610399000,1493634000,1116765000,0.427813909,0,203475000,0,649070000,2142704000,0,69760000,117769000,561672000,0.215167107,443903000,0.170051781,-69760000,374143000,0.143327897,94110000,273139000,0.104634962,3.05,2.98
ACHR,2022,10800000,0,10800000,1,171500000,165100000,0,336600000,336600000,0,2300000,26000000,-321400000,-29.75925926,-347400000,-32.16666667,30100000,-317300000,-29.37962963,2300000,-319600000,-29.59259259,-1.33,-1.33
ACHV,2022,0,0,0,0,30078000,10722000,0,40800000,40800000,199000,1789000,236000,-40800000,0,-40800000,0,-1550000,-42350000,0,-475000,-41875000,0,-3.95,-3.95
ACI,2022,71887000000,51164600000,20722400000,0.288263525,0,0,0,18300500000,69465100000,3100000,481900000,2438400000,4875300000,0.067818938,2436900000,0.033899036,-337400000,2099500000,0.029205559,479900000,1619600000,0.022529804,2.73,2.7
ACIW,2022,1421901000,696071000,725830000,0.510464512,146311000,114194000,134812000,521995000,1218066000,12547000,53193000,194357000,398192000,0.280042,203835000,0.143353862,2800000,206635000,0.145323057,64458000,142177000,0.099990787,1.25,1.24
ACLS,2022,919998000,518208000,401790000,0.43672921,78356000,57474000,53599000,189429000,707637000,4551000,5576000,-1900000,210461000,0.228762454,212361000,0.230827676,-7476000,204885000,0.222701571,21806000,183079000,0.198999346,5.54,5.46
ACLX,2022,0,0,0,0,149555000,41704000,0,191259000,191259000,4300000,1720000,4300000,-186959000,0,-191259000,0,2580000,-188679000,0,-2580000,-186099000,0,-5.12,-5.12
ACM,2022,13148182000,12300208000,847974000,0.064493631,0,147309000,0,147309000,12447517000,0,110274000,121653000,768457000,0.058445875,646804000,0.049193417,-96122000,550682000,0.041882749,136051000,414631000,0.031535234,2.95,2.91
ACMR,2022,388832000,205217000,183615000,0.472221937,62226000,22465000,39889000,124580000,329797000,8740000,1655000,16721000,75756000,0.194829644,59035000,0.151826496,8327000,67362000,0.173241914,16798000,39263000,0.100976772,0.66,0.59
ACN,2022,61594305000,41892766000,19701539000,0.31985975,0,4225957000,6108401000,10334358000,52227124000,45133000,47320000,2060816000,11427997000,0.185536585,9367181000,0.152078687,-171014000,9196167000,0.149302229,2207207000,6877169000,0.111652676,10.87,10.71
ACNB,2022,421000,0,421000,1,0,37107000,299000,299000,299000,87049000,3624000,3796000,52371000,124.3966746,48575000,115.3800475,-3624000,44951000,106.7719715,9199000,35752000,84.9216152,4.14,4.14
ACNT,2022,414147000,357614000,56533000,0.136504671,0,0,0,34952000,392566000,0,2742000,12926000,33314000,0.080440037,20388000,0.049228897,-2533000,17855000,0.043112711,-4211000,22066000,0.053280598,1.33,1.31
ACON,2022,60444,65298,-4854,-0.080305738,1088778,4467815,537069,6094462,6159760,2510,1507546,195331,-5903185,-97.66370525,-6098516,-100.8953081,-1507026,-7605542,-125.8279068,1506226,-9111768,-150.7472702,-1.49,-1.49
ACOR,2022,118566000,30332000,88234000,0.744176239,5804000,0,0,130270000,160602000,1909000,28291000,32006000,-10030000,-0.084594234,-42036000,-0.354536714,6789000,-35247000,-0.297277466,30669000,-65916000,-0.555943525,-3.34,-3.34
ACR,2022,70005000,33854000,36151000,0.516405971,0,7798000,0,9386000,67406000,126274000,82324000,7491000,100577000,1.436711664,93086000,1.329705021,-82324000,10762000,0.153731876,336000,10623000,0.151746304,-1,-1
ACRE,2022,109046000,52567000,56479000,0.517937384,0,10171000,0,32728000,32728000,170171000,65994000,-1029000,95222000,0.873227812,96251000,0.882664197,-65994000,30257000,0.277470059,472000,29785000,0.27314161,0.58,0.57
ACRO,2022,0,0,0,0,0,2942858,0,2942858,2942858,0,10478,-3931858,-2942858,0,989000,0,-10478,978522,0,773453,205069,0,0.0059,0.0059
ACRS,2022,29752000,11960000,17792000,0.598010218,77813000,25133000,0,102946000,114906000,0,4700000,5497000,-79657000,-2.677366228,-85154000,-2.862126916,-1754000,-86908000,-2.921080936,1754000,-88662000,-2.980034956,-1.36,-1.36
ACRV,2022,0,0,0,0,23949000,8708000,0,32657000,32657000,0,-1490000,364000,-32657000,0,-32657000,0,1490000,-31167000,0,-1490000,-29677000,0,-0.0072,-0.0072
ACRX,2022,1771000,2591000,-820000,-0.463015246,5193000,0,0,30865000,33456000,1502000,1153000,6450000,-30183000,-17.04291361,-36633000,-20.68492377,84401000,47768000,26.97233202,13000,47755000,26.96499153,5.73,5.72
ACST,2022,0,0,0,0,5559000,9263000,518000,15340000,15340000,77000,224000,-4400000,-19989000,0,-15589000,0,5122000,-10467000,0,-648000,-9819000,0,-0.27,-0.27
ACT,2022,1095046000,0,1095046000,1,0,0,0,226941000,196824000,0,51699000,0,949921000,0.867471321,949921000,0.867471321,-51699000,898222000,0.820259606,194065000,704157000,0.64303874,4.32,4.32
ACTG,2022,59223000,37388000,21835000,0.368691218,626000,52680000,8621000,61927000,99315000,5442000,6432000,13514000,7881000,0.133073299,-5633000,-0.095115074,-121517000,-127150000,-2.146969927,-16211000,-110939000,-1.873241815,-2.61,-2.61
ACU,2022,193962000,130403000,63559000,0.327687898,0,0,0,57285000,187688000,32000,2396000,4577784,6059000,0.031238078,1481216,0.00763663,2181784,3663000,0.018885143,628000,3035000,0.015647395,0.91,0.86
ACVA,2022,421529000,236653000,184876000,0.438584297,0,0,0,291085000,527738000,5082000,979000,16460000,-89749000,-0.212912991,-106209000,-0.251961312,4103000,-102106000,-0.2422277,87000,-102193000,-0.242434091,-0.65,-0.65
ACXP,2022,0,0,0,0,4754271,7338505,0,12092776,12092776,0,-1224,1224,-12092776,0,-12094000,0,1224,-12092776,0,-1224,-12091552,0,-1.12,-1.12
ADAP,2022,27148000,0,27148000,1,127726000,63387000,0,191113000,191113000,1542000,-1006000,6075000,-157890000,-5.81589804,-163965000,-6.039671431,1006000,-162959000,-6.002615294,2497000,-165456000,-6.094592604,-1.03,-1.03
ADBE,2022,17606000000,2165000000,15441000000,0.877030558,2987000000,1219000000,4968000000,9343000000,11508000000,61000000,112000000,897000000,6995000000,0.397307736,6098000000,0.346359196,-90000000,6008000000,0.341247302,1252000000,4756000000,0.270135181,10.13,10.1
ADC,2022,463151000,85618000,377533000,0.815140203,0,30121000,0,163691000,249309000,0,63435000,125001000,343086000,0.740764891,218085000,0.470872351,-62190000,155895000,0.336596488,2860000,152437000,0.329130241,1.84,1.83
ADEA,2022,438933000,0,438933000,1,44579000,0,0,277286000,277286000,0,45335000,171021000,324081000,0.738338197,153060000,0.348709256,-43288000,109772000,0.250088282,-28620000,138392000,0.315291856,1.32,1.32
ADER,2022,0,3836745,-3836745,0,0,0,0,3836745,3836745,3765624,-11964216,-8198592,-12035337,0,-3836745,0,11964216,8127471,0,868589,7258882,0,0.28,1.06
ADERW,2022,0,3836745,-3836745,0,0,0,0,3836745,3836745,3765624,-11964216,-8198592,-12035337,0,-3836745,0,11964216,8127471,0,868589,7258882,0,0.28,1.06
ADES,2022,102987000,80465000,22522000,0.218687796,0,28140000,0,34590000,115055000,239000,336000,10112000,-1956000,-0.018992688,-12068000,-0.117179838,3360000,-8708000,-0.084554361,209000,-8917000,-0.086583744,-0.48,-0.48
ADEX,2022,0,2941239,-2941239,0,0,0,0,2941239,2941239,3984085,-8569290,-4585205,-7526444,0,-2941239,0,8569290,5628051,0,795203,4832848,0,0.14,0.14
ADI,2022,12013953000,4481479000,7532474000,0.626977149,1700518000,0,0,3979265000,8460744000,6906000,200408000,2592465000,5871165000,0.488695519,3278700000,0.272907677,-179951000,3098749000,0.257929176,350188000,2748561000,0.228780735,5.29,5.25
ADIL,2022,0,0,0,0,4176998,9140129,0,13317127,13317127,63209,-585209,-461499,-13778626,0,-13317127,0,585209,-12731918,0,-502,-12731416,0,-0.51,-0.51
ADM,2022,1.01848E+11,94278000000,7570000000,0.074326447,0,0,0,3358000000,97636000000,293000000,396000000,1028000000,6723000000,0.066010133,5695000000,0.05591666,-462000000,5233000000,0.051380489,868000000,4340000000,0.042612521,7.93,7.71
ADMA,2022,154079692,118814535,35265157,0.228876087,3613764,0,0,74630237,193444772,44833,19279373,125797,-39239283,-0.254668753,-39365080,-0.255485194,-26538870,-65903950,-0.427726387,19279373,-85183323,-0.552852371,-0.43,-0.43
ADMP,2022,4756078,6187486,-1431408,-0.300963946,10379964,0,0,23627558,29815044,44126,44126,791337,-24267629,-5.102445544,-25058966,-5.268829906,-1138440,-26197406,-5.508195198,2000,-26199406,-5.508615712,-0.17,-0.17
ADN,2022,7837000,8581000,-744000,-0.094934286,9796000,0,0,45761000,54342000,0,29852000,71324000,-14103000,-1.799540641,-85427000,-10.90047212,9120000,-76307000,-9.736761516,-1970000,-74337000,-9.485389818,-1.44,-1.44
ADNT,2022,14121000000,13314000000,807000000,0.057148927,0,-10000000,598000000,588000000,13912000000,9000000,215000000,350000000,644000000,0.045605835,294000000,0.020820055,-240000000,54000000,0.003824092,94000000,-40000000,-0.002832661,-0.42,-0.42
ADNWW,2022,7837000,8581000,-744000,-0.094934286,9796000,0,0,45761000,54342000,0,59440000,71324000,-14103000,-1.799540641,-85427000,-10.90047212,9120000,-76307000,-9.736761516,-1970000,-74337000,-9.485389818,-1.62,-1.44
ADOC,2022,0,2544984,-2544984,0,0,0,0,2544984,2544984,314155,36102,-5285885,-7830869,0,-2544984,0,-5141406,-7686390,0,5105304,-12791694,0,-1.08,-1.08
ADOCR,2022,0,2544984,-2544984,0,0,0,0,0,2544984,0,36102,-5105304,-7650288,0,-2544984,0,-5141406,-7686390,0,5105304,-12791694,0,-4.1,-4.1
ADOCW,2022,0,2544984,-2544984,0,0,0,0,2544984,2544984,314155,36102,-5285885,-7830869,0,-2544984,0,-5141406,-7686390,0,5105304,-12791694,0,-4.1,-4.1
ADP,2022,16498300000,9461900000,7036400000,0.426492427,0,0,0,3233200000,12695100000,492800000,81900000,515100000,4421000000,0.267967003,3905900000,0.236745604,-101800000,3804100000,0.230575271,855200000,2948900000,0.178739628,7.04,7
ADPT,2022,185308000,57909000,127399000,0.687498651,141756000,88527000,95603000,327585000,385494000,4056000,4238000,5755000,-194431000,-1.04923155,-200186000,-1.080287953,-182000,-200368000,-1.081270102,-57904000,-142464000,-0.768795735,-1,-1
ADRT,2022,0,1396032,-1396032,0,0,0,0,1396032,1396032,0,-1675581,-1682956,-3078988,0,-1396032,0,1675581,279549,0,407941,-128392,0,-0.0112,-0.0447
ADSK,2022,4386400000,418500000,3967900000,0.904591465,1114800000,571700000,1623100000,3350300000,3768800000,0,65000000,148100000,765700000,0.174562283,617600000,0.140798833,-52900000,564700000,0.128738829,67700000,497000000,0.11330476,2.26,2.24
ADT,2022,6395000000,2040000000,4355000000,0.681000782,0,0,0,3624000000,5664000000,0,265000000,1807000000,2367000000,0.370132916,560000000,0.087568413,-323000000,237000000,0.037060203,60000000,173000000,0.027052385,3.95,3.86
ADTH,2022,166082000,83444000,82638000,0.497573488,16644000,104141000,44018000,164803000,164803000,0,263000,63140000,-19025000,-0.114551848,-82165000,-0.494725497,111941000,29776000,0.179284932,988000,29338000,0.17664768,0.34,0.32
ADTHW,2022,166082000,83444000,82638000,0.497573488,16644000,104141000,44018000,164803000,164803000,0,263000,63140000,-19025000,-0.114551848,-82165000,-0.494725497,111941000,29776000,0.179284932,988000,29338000,0.17664768,0.0003,0.0003
ADTN,2022,1025536000,698284000,327252000,0.319103376,173757000,0,0,382646000,1080930000,2123000,3437000,67553000,28799000,0.028081901,-38754000,-0.03778902,-32209000,-70963000,-0.069196011,-62075000,-8888000,-0.008666688,-0.14,-0.14
ADTX,2022,933715,766779,166936,0.178786889,7268084,15985552,1849460,25103096,25869875,57348,2286086,652285,-24283875,-26.00780217,-24936160,-26.70639328,-2713716,-27649876,-29.61275764,543938,-28193814,-30.19531013,-15.2,-15.2
ADUS,2022,951120000,651381000,299739000,0.3151432,0,216942000,0,231002000,882383000,341000,8566000,14060000,82797000,0.087052107,68737000,0.072269535,-8566000,60171000,0.063263311,14146000,46025000,0.048390319,2.85,2.84
ADV,2022,4049742000,3493183000,556559000,0.13743073,0,0,0,423442000,3916625000,0,104459000,233075000,366192000,0.090423538,133117000,0.032870489,-1655746000,-1522629000,-0.375981729,-145337000,-1377292000,-0.340093764,-4.32,-4.32
ADVM,2022,0,0,0,0,99277000,57858000,0,157135000,157135000,0,-2673000,6528000,-150607000,0,-157135000,0,2673000,-154462000,0,74000,-154536000,0,-1.56,-1.56
ADVWW,2022,4049742000,3493183000,556559000,0.13743073,0,0,0,423442000,3916625000,0,104459000,233075000,366192000,0.090423538,133117000,0.032870489,-1655746000,-1522629000,-0.375981729,-145337000,-1377292000,-0.340093764,-0.0043,-0.0043
AE,2022,3366917000,3343428000,23489000,0.006976412,0,17718000,3232193000,17718000,3361146000,921000,1287000,23628000,29399000,0.008731727,5771000,0.001714031,-366000,5405000,0.001605326,1918000,3487000,0.001035666,0.86,0.85
AEAE,2022,0,0,0,0,0,1532260,0,1532260,1532260,3376559,-15967559,-12591000,-14123260,0,-1532260,0,15967559,14435299,0,630066,13805233,0,0.48,0.48
AEAEW,2022,0,0,0,0,0,1532260,0,1532260,1532260,3376559,-15967559,-12591000,-14123260,0,-1532260,0,15967559,14435299,0,630066,13805233,0,0.48,0.48
AEE,2022,7957000000,4614000000,3343000000,0.420133216,0,0,0,1828000000,6442000000,35000000,486000000,1664000000,3179000000,0.399522433,1515000000,0.190398391,-260000000,1255000000,0.15772276,176000000,1074000000,0.134975493,4.16,4.14
AEHR,2022,50829000,27164000,23665000,0.465580673,5818000,0,0,15865000,43029000,0,13000,307000,6102000,0.120049578,5795000,0.114009719,3746000,9541000,0.187707805,91000,9450000,0.185917488,0.36,0.34
AEI,2022,4480442,3731990,748452,0.167048697,0,7837826,0,7837826,11569816,67470,1853,1796557,-5292817,-1.181315817,-7089374,-1.582293443,-39123131,-46212505,-10.31427368,-5721567,-40490938,-9.037264181,-6.22,-6.22
AEIS,2022,1845422000,1169916000,675506000,0.366044189,191020000,0,0,435597000,1605513000,0,7213000,73924000,307019000,0.166367909,233095000,0.126309863,8646000,241741000,0.13099497,39850000,199660000,0.108192056,5.33,5.29
AEL,2022,3768099000,239616000,3528483000,0.936409314,0,162061000,0,-1055305000,2221642000,0,927079000,14185000,2487363000,0.660110841,2473178000,0.656346343,-926721000,1546457000,0.410407741,325155000,1221302000,0.324116219,13.01,12.93
AEMD,2022,294165,0,294165,1,0,10715050,0,10715050,10715050,0,-123685,123685,-10420885,-35.42530553,-10420885,-35.42530553,0,-10420885,-35.42530553,-4794,-10416091,-35.40900855,-0.71,-0.71
AEO,2022,5010785000,3018995000,1991790000,0.397500591,0,0,0,1388781000,4407776000,0,34632000,181214000,772279000,0.154123356,591065000,0.117958563,-32143000,558922000,0.1115438,139293000,419629000,0.083745162,2.5,2.03
AEP,2022,19639500000,8347300000,11292200000,0.574973905,0,0,0,7513700000,15861000000,0,1396100000,3781600000,7264300000,0.369882125,3482700000,0.177331399,-1062300000,2420400000,0.123241427,5400000,2307200000,0.117477533,4.51,4.49
AEPPZ,2022,19639500000,11225400000,8414100000,0.428427404,0,0,0,7513700000,6518400000,0,-1396100000,-3297300000,7122700000,0.362672166,10420000000,0.530563405,-8109000000,2311000000,0.11767102,5400000,2307200000,0.117477533,4.51,4.49
AES,2022,12617000000,10069000000,2548000000,0.20194975,0,207000000,0,207000000,10276000000,389000000,1117000000,1053000000,3620000000,0.286914481,2567000000,0.203455655,-2736000000,-169000000,-0.013394626,265000000,-434000000,-0.034398034,-0.66,-0.65
