symbol,year,E,S,G,ESG
A,2020,67.55250000000001,60.857499999999995,66.35499999999999,64.9225
AA,2020,59.6225,47.912499999999994,60.142500000000005,55.894999999999996
AADI,2020,61.41,59.44,60.2175,60.355
AAIC,2020,61.11750000000001,66.0125,70.3075,65.81
AAIN,2020,61.11750000000001,66.0125,70.3075,65.81
AAL,2020,56.497499999999995,61.962500000000006,71.2925,63.25
AAMC,2020,60.1275,67.57,76.1175,67.935
AAME,2020,62.10999999999999,49.647499999999994,65.14,58.967499999999994
AAN,2020,59.11,55.93,66.96,60.67
AAOI,2020,52.837500000000006,55.980000000000004,60.655,56.49
AAON,2020,56.5075,62.145,67.48249999999999,62.045
AAP,2020,61.31333333333333,65.41666666666667,70.44666666666667,65.72666666666667
AAPL,2020,52.7,56.307500000000005,62.245000000000005,57.084999999999994
AAT,2020,67.2325,65.445,73.0975,68.59
AB,2020,34.3325,67.01,68.4375,56.5925
ABBV,2020,72.2925,76.195,62.902499999999996,70.4625
ABC,2020,41.205,56.8925,70.0,56.035
ABCB,2020,62.3175,61.2,66.3875,63.305
ABCL,2020,64.07,66.65,67.76,66.16
ABEO,2020,54.5,63.762499999999996,64.635,60.9675
ABG,2020,66.285,68.82000000000001,60.8875,65.33
ABIO,2020,52.595,57.7075,57.065,55.792500000000004
ABM,2020,76.6725,60.5925,65.195,67.4875
ABNB,2020,51.25,62.72,59.92,57.96
ABR,2020,59.47,71.055,71.5625,67.3625
ABT,2020,72.9875,71.7375,68.5225,71.08
ABUS,2020,53.8175,66.95,70.2075,63.660000000000004
ABVC,2020,57.075,73.3575,68.97749999999999,66.4675
AC,2020,75.2175,52.61,63.589999999999996,63.805
ACA,2020,65.7525,63.11250000000001,69.8575,66.2425
ACAD,2020,55.2775,56.1825,63.857499999999995,58.44
ACB,2020,50.0,96.91,75.69,74.2
ACCD,2020,64.33666666666666,66.89999999999999,66.29,65.84333333333335
ACCO,2020,57.6,55.495,65.145,59.415
ACEL,2020,63.04249999999999,71.85499999999999,64.6525,66.515
ACER,2020,59.93,58.510000000000005,58.345,58.927499999999995
ACET,2020,55.419999999999995,59.724999999999994,63.9625,59.7025
ACGL,2020,52.945,54.4675,55.434999999999995,54.2825
ACGLN,2020,52.945,54.4675,55.434999999999995,54.2825
ACGLO,2020,52.945,54.4675,55.434999999999995,54.2825
ACHC,2020,35.445,60.0625,61.88,52.4625
ACHR,2020,42.75,63.51,62.87,56.375
ACHV,2020,59.697500000000005,60.32000000000001,63.765,61.2625
ACI,2020,59.497499999999995,62.16,62.795,61.48500000000001
ACIW,2020,67.71499999999999,68.3025,63.947500000000005,66.6575
ACLS,2020,68.585,67.4125,65.5775,67.19250000000001
ACM,2020,65.515,58.33,63.010000000000005,62.285
ACMR,2020,60.085,53.307500000000005,69.16749999999999,60.857499999999995
ACN,2020,62.825,56.652499999999996,66.955,62.1425
ACNB,2020,59.615,71.13749999999999,61.2325,63.995000000000005
ACOR,2020,55.0075,62.5775,58.5775,58.72
ACR,2020,58.995000000000005,67.59,68.015,64.8675
ACRE,2020,64.4725,61.125,73.19500000000001,66.265
ACRS,2020,50.879999999999995,74.05000000000001,63.1525,62.695
ACRX,2020,49.19500000000001,61.302499999999995,60.7175,57.072500000000005
ACST,2020,57.8825,70.455,61.129999999999995,63.15500000000001
ACTG,2020,64.4525,38.9775,63.36,55.5975
ACU,2020,70.6475,66.395,66.7525,67.9325
ADAP,2020,54.9375,63.695,61.575,60.07
ADBE,2020,58.61750000000001,61.0425,62.2175,60.6225
ADC,2020,63.42250000000001,65.805,71.6875,66.9725
ADES,2020,64.825,72.7125,67.9225,68.48750000000001
ADEX,2020,52.13,72.64,65.55,63.44
ADI,2020,53.31,60.66499999999999,68.1725,60.715
ADIL,2020,61.1675,53.1125,63.932500000000005,59.4075
ADM,2020,65.3725,62.395,66.8775,64.88250000000001
ADMA,2020,60.36,62.7375,61.9475,61.677499999999995
ADMP,2020,53.6625,60.095,61.894999999999996,58.5525
ADN,2020,70.4375,68.5625,62.5475,67.1825
ADNT,2020,63.5,56.715,64.5525,61.587500000000006
ADNWW,2020,70.4375,68.5625,62.5475,67.1825
ADOC,2020,52.38,75.41,66.58,64.79
ADOCR,2020,52.38,75.41,66.58,64.79
ADOCW,2020,52.38,75.41,66.58,64.79
ADP,2020,72.14999999999999,73.9925,69.54249999999999,71.89500000000001
ADPT,2020,46.9575,62.58,64.34,57.96
ADSK,2020,72.3,68.05499999999999,60.8125,67.055
ADT,2020,67.76,68.2375,61.535000000000004,65.8425
ADTN,2020,51.5275,58.0975,62.165,57.2625
ADTX,2020,46.89333333333334,66.8,65.77,59.82333333333333
ADUS,2020,61.765,69.8725,63.002500000000005,64.8825
ADV,2020,80.6525,78.55,64.32,74.505
ADVM,2020,49.57,62.959999999999994,60.01,57.5125
ADVWW,2020,80.6525,78.55,64.32,74.505
AE,2020,63.72,46.22,62.4575,57.4675
AEE,2020,70.1525,67.9,67.995,68.68249999999999
AEHR,2020,61.675000000000004,69.905,56.71,62.765
AEI,2020,64.38,65.02000000000001,69.3,66.23
AEIS,2020,74.7,44.73,68.585,62.669999999999995
AEL,2020,71.28750000000001,62.275,66.72,66.7625
AEMD,2020,57.49,58.9275,64.91999999999999,60.445
AEO,2020,65.66749999999999,58.86,63.365,62.629999999999995
AEP,2020,67.155,60.5675,58.82,62.18
AEPPZ,2020,67.155,60.5675,58.82,62.18
AES,2020,65.2225,61.8975,61.8575,62.995000000000005
AESC,2020,65.2225,61.8975,61.8575,62.995000000000005
AEVA,2020,26.17,74.5125,65.35749999999999,55.345000000000006
AEY,2020,56.14,68.4525,69.50500000000001,64.7
AEYE,2020,52.6275,61.84,64.21000000000001,59.557500000000005
AFBI,2020,59.355,57.14,68.195,61.56
AFG,2020,57.9975,50.449999999999996,62.3225,56.9225
AFGB,2020,57.9975,50.449999999999996,62.3225,56.9225
AFGC,2020,57.9975,50.449999999999996,62.3225,56.9225
AFGD,2020,57.9975,50.449999999999996,62.3225,56.9225
AFGE,2020,57.9975,50.449999999999996,62.3225,56.9225
AFIB,2020,44.23,69.35000000000001,65.13333333333333,59.57333333333333
AFL,2020,57.7625,66.24000000000001,69.96,64.655
AFRM,2020,54.22,62.26,61.61,59.36
AGBA,2020,68.1825,72.14250000000001,71.57499999999999,70.6325
AGBAW,2020,68.1825,72.14250000000001,71.57499999999999,70.6325
AGCO,2020,60.4875,64.04249999999999,61.81,62.112500000000004
AGE,2020,59.325,63.01749999999999,62.0425,61.46
AGEN,2020,55.1725,55.135,59.830000000000005,56.7125
AGFY,2020,60.99,65.88,63.14,63.34
AGIL,2020,64.125,61.457499999999996,71.605,65.72749999999999
AGIO,2020,56.83,68.315,60.2125,61.7825
AGLE,2020,52.22749999999999,59.5575,57.315000000000005,56.370000000000005
AGM,2020,72.1525,63.837500000000006,66.375,67.4525
AGNC,2020,60.559999999999995,71.3,69.28,67.04749999999999
AGNCM,2020,60.559999999999995,71.3,69.28,67.04749999999999
AGNCN,2020,60.559999999999995,71.3,69.28,67.04749999999999
AGNCO,2020,60.559999999999995,71.3,69.28,67.04749999999999
AGNCP,2020,60.559999999999995,71.3,69.28,67.04749999999999
AGO,2020,64.53,62.28000000000001,70.095,65.63499999999999
AGR,2020,74.935,66.8575,60.19,67.32750000000001
AGRX,2020,71.64999999999999,61.2625,65.275,66.0625
AGS,2020,55.125,63.97,55.365,58.1525
AGX,2020,68.97,59.495000000000005,63.3275,63.93
AGYS,2020,62.572500000000005,64.39,63.3275,63.42999999999999
AHCO,2020,61.09,64.5875,59.76,61.8125
AHG,2020,57.61,60.75,63.41,60.59
AHH,2020,60.447500000000005,65.73,63.4425,63.207499999999996
AHT,2020,51.155,56.275,68.61999999999999,58.685
AIC,2020,61.11750000000001,66.0125,70.3075,65.81
AIG,2020,63.705,54.787499999999994,65.0,61.162499999999994
AIHS,2020,61.23500000000001,56.5325,68.3575,62.042500000000004
AIM,2020,68.725,61.4025,62.035,64.05499999999999
AIMD,2020,71.87499999999999,53.80500000000001,53.5125,59.73
AIN,2020,63.637499999999996,57.64000000000001,69.2275,63.5
AINC,2020,50.9075,66.5825,73.6725,63.72
AIR,2020,64.45750000000001,67.655,62.142500000000005,64.755
AIRC,2020,57.44,61.24,64.59,61.09
AIRG,2020,61.995,61.94499999999999,63.13249999999999,62.3575
AIRI,2020,40.245000000000005,60.224999999999994,59.894999999999996,53.455
AIRT,2020,61.93750000000001,71.4525,70.4075,67.93
AIT,2020,50.465,60.99,69.885,60.44749999999999
AIV,2020,68.275,62.795,63.7225,64.93249999999999
AIZ,2020,57.93,69.2825,68.155,65.1275
AIZN,2020,57.93,69.2825,68.155,65.1275
AJG,2020,70.565,57.4375,64.0975,64.0325
AJX,2020,53.300000000000004,63.095000000000006,72.545,62.98
AJXA,2020,53.300000000000004,63.095000000000006,72.545,62.98
AKAM,2020,62.1425,61.650000000000006,68.8875,64.22500000000001
AKBA,2020,57.4075,66.3575,63.64750000000001,62.472500000000004
AKR,2020,62.105000000000004,64.8775,69.285,65.42500000000001
AKRO,2020,62.3975,58.2775,61.185,60.62
AKTS,2020,64.22749999999999,67.49499999999999,62.822500000000005,64.85
AKU,2020,50.0,50.0,61.3,53.77
AL,2020,63.527499999999996,61.785,67.8725,64.39250000000001
ALB,2020,69.35999999999999,76.6525,70.66,72.2225
ALCO,2020,65.22250000000001,58.7275,66.795,63.58
ALDX,2020,49.3575,52.95,58.9275,53.7475
ALE,2020,70.605,64.09,66.9525,67.215
ALEC,2020,57.942499999999995,59.475,61.5825,59.667500000000004
ALEX,2020,66.2575,66.85249999999999,71.27,68.125
ALG,2020,70.24000000000001,46.625,62.955,59.94
ALGM,2020,68.205,69.92,68.11500000000001,68.75
ALGN,2020,65.1625,56.115,67.44250000000001,62.90999999999999
ALGS,2020,52.14,54.735,61.515,56.125
ALGT,2020,57.495,64.48,73.63749999999999,65.205
ALIM,2020,51.495000000000005,57.4475,56.78,55.237500000000004
ALIT,2020,58.97666666666667,79.00666666666666,61.66333333333333,66.54666666666668
ALK,2020,59.96,58.3025,61.1225,59.7975
ALKS,2020,64.435,58.66,61.02,61.3725
ALL,2020,54.155,56.415000000000006,57.275,55.947500000000005
ALLE,2020,64.9325,64.545,70.905,66.7925
ALLK,2020,55.067499999999995,57.785000000000004,56.370000000000005,56.407500000000006
ALLO,2020,59.0725,59.405,65.77000000000001,61.4125
ALLY,2020,61.4575,67.8475,60.9625,63.425000000000004
ALNY,2020,63.545,59.6075,63.37500000000001,62.175
ALOT,2020,33.9525,63.845000000000006,67.47,55.0875
ALPN,2020,55.6775,59.144999999999996,60.3925,58.4025
ALPP,2020,73.36749999999999,65.7075,65.69749999999999,68.2575
ALRM,2020,69.7625,57.11750000000001,63.16,63.345
ALRN,2020,56.1875,62.0025,59.644999999999996,59.277499999999996
ALRS,2020,66.335,58.965,67.39750000000001,64.23499999999999
ALSN,2020,47.352500000000006,61.572500000000005,63.552499999999995,57.495
ALT,2020,51.17,59.32,63.235,57.905
ALTG,2020,62.47250000000001,58.945,64.68,62.03
ALTO,2020,58.93,62.4925,59.6875,60.370000000000005
ALTR,2020,68.9925,56.464999999999996,70.015,65.1575
ALTU,2020,54.76,69.13,62.33,62.07
ALTUU,2020,54.76,69.13,62.33,62.07
ALTUW,2020,54.76,69.13,62.33,62.07
ALV,2020,70.08500000000001,58.52499999999999,55.265,61.292500000000004
ALVR,2020,52.24333333333333,68.48333333333333,60.373333333333335,60.36666666666667
ALX,2020,49.0275,47.89,69.72749999999999,55.5475
ALXO,2020,57.5,55.76333333333334,60.76333333333333,58.01
ALYA,2020,70.74,74.38,67.71,70.94
AM,2020,65.435,56.78,63.52,61.915000000000006
AMAL,2020,59.32,59.65,60.790000000000006,59.92
AMAT,2020,63.7675,67.09,65.6675,65.50999999999999
AMBA,2020,65.54,48.7975,63.512499999999996,59.282500000000006
AMBC,2020,55.13249999999999,63.23750000000001,60.0225,59.465
AMC,2020,59.615,64.15,67.1275,63.63250000000001
AMCR,2020,62.06,78.9275,69.12,70.035
AMCX,2020,50.192499999999995,67.8025,68.585,62.195
AMD,2020,52.817499999999995,57.8425,60.6475,57.105
AME,2020,55.675,53.305,70.92500000000001,59.97
AMED,2020,86.815,70.185,69.72500000000001,75.57499999999999
AMEH,2020,56.525,76.76499999999999,69.1575,67.48500000000001
AMG,2020,68.915,60.175000000000004,75.395,68.1625
AMGN,2020,48.8425,62.58,61.985,57.8025
AMH,2020,60.76,57.57,65.27,61.2
AMK,2020,53.675,55.4575,61.97,57.037499999999994
AMKR,2020,51.535,53.72,66.905,57.3875
AMN,2020,66.56750000000001,57.627500000000005,67.0625,63.75
AMNB,2020,52.415,62.765,63.8725,59.6825
AMOT,2020,59.290000000000006,66.5,70.2725,65.355
AMP,2020,70.19,62.455,68.54749999999999,67.0625
AMPE,2020,55.78,54.7775,65.4675,58.6725
AMPG,2020,61.05500000000001,70.14500000000001,60.667500000000004,63.95750000000001
AMPGW,2020,61.05500000000001,70.14500000000001,60.667500000000004,63.95750000000001
AMPH,2020,54.5375,54.5475,61.32,56.805
AMPS,2020,60.86,74.53,62.0,65.8
AMPY,2020,71.6125,60.7725,64.45750000000001,65.6125
AMR,2020,60.72,63.41250000000001,62.1225,62.085
AMRC,2020,78.9275,45.442499999999995,68.34,64.23750000000001
AMRK,2020,65.17,68.055,66.83999999999999,66.69
AMRN,2020,51.635,65.46,61.589999999999996,59.56
AMRS,2020,74.8625,74.885,63.602500000000006,71.11500000000001
AMRX,2020,67.7325,63.2075,60.7425,63.897499999999994
AMS,2020,61.8675,69.25750000000001,64.5625,65.22749999999999
AMSC,2020,75.60249999999999,64.6925,64.4325,68.245
AMSF,2020,51.56,50.447500000000005,58.209999999999994,53.4075
AMST,2020,41.56,72.405,62.425,58.795
AMSWA,2020,59.292500000000004,73.255,66.5175,66.3525
AMT,2020,57.28,61.5325,66.04499999999999,61.62
AMTB,2020,62.1625,69.0925,68.5275,66.5925
AMTI,2020,59.163333333333334,59.620000000000005,62.473333333333336,60.416666666666664
AMTX,2020,64.89,63.3175,65.145,64.4475
AMWD,2020,69.925,66.6375,60.605000000000004,65.7225
AMWL,2020,57.455,68.705,59.64,61.935
AMZN,2020,57.745,62.7375,59.7,60.06
AN,2020,70.27499999999999,63.555,71.38749999999999,68.4075
ANAB,2020,58.9025,58.122499999999995,63.8725,60.3
ANDE,2020,52.137499999999996,68.06,65.73750000000001,61.980000000000004
ANET,2020,55.98250000000001,52.575,61.705,56.7525
ANF,2020,54.527499999999996,66.9475,65.555,62.3425
ANGI,2020,70.6025,66.94500000000001,71.955,69.83250000000001
ANGO,2020,64.4325,66.6625,66.67000000000002,65.92
ANIK,2020,53.942499999999995,65.86000000000001,64.0625,61.2875
ANIP,2020,67.97,58.9225,62.1725,63.025
ANIX,2020,52.945,52.612500000000004,62.037499999999994,55.865
ANNX,2020,54.10333333333333,57.86000000000001,62.56333333333333,58.173333333333325
ANSS,2020,68.47,60.8125,70.295,66.525
ANVS,2020,54.2425,62.370000000000005,66.78999999999999,61.135000000000005
AON,2020,61.4,71.815,72.4625,68.5625
AORT,2020,57.9725,65.4575,63.4375,62.2875
AOS,2020,54.665,41.635,67.955,54.75
AOSL,2020,57.3925,60.035,70.71249999999999,62.715
AOUT,2020,60.935,81.91499999999999,66.11,69.65
AP,2020,69.6275,65.4975,64.67750000000001,66.6025
APAM,2020,51.095,67.77499999999999,73.3175,64.0625
APCX,2020,58.2175,57.55500000000001,59.96750000000001,58.58
APCXW,2020,58.2175,57.55500000000001,59.96750000000001,58.58
APD,2020,76.2375,61.1375,66.3025,67.8925
APDN,2020,69.9725,52.2675,63.449999999999996,61.89750000000001
APEI,2020,68.21000000000001,56.75,63.457499999999996,62.805
APG,2020,55.817499999999995,55.7325,61.4675,57.6725
APH,2020,74.63999999999999,58.575,69.29,67.4975
APLE,2020,57.0325,69.33,65.3575,63.905
APLS,2020,58.095,63.4,58.800000000000004,60.0975
APLT,2020,58.932500000000005,58.660000000000004,66.38749999999999,61.3275
APOG,2020,40.5225,61.435,65.4525,55.80499999999999
APPF,2020,64.6425,62.3475,67.035,64.675
APPN,2020,62.357499999999995,70.125,69.5925,67.35499999999999
APPS,2020,72.19250000000001,72.14249999999998,65.5725,69.9725
APRE,2020,59.7825,61.46,65.0825,62.11000000000001
APRN,2020,53.3825,59.91749999999999,65.6,59.63249999999999
APT,2020,58.145,64.205,68.9,63.7525
APTO,2020,49.6975,46.917500000000004,59.14,51.9175
APTV,2020,73.485,70.8675,78.865,74.4075
APVO,2020,62.2875,58.14,62.0175,60.8125
APYX,2020,68.765,60.9525,56.5975,62.10499999999999
AQB,2020,59.85,69.9825,63.917500000000004,64.58250000000001
AQMS,2020,56.989999999999995,63.427499999999995,63.592499999999994,61.332499999999996
AQST,2020,52.995,67.1025,63.4925,61.19499999999999
AR,2020,69.9025,60.715,61.165,63.9275
ARAV,2020,63.7425,62.199999999999996,61.455,62.4675
ARAY,2020,56.89,55.1525,58.6525,56.8975
ARC,2020,46.22500000000001,70.3975,66.1925,60.935
ARCB,2020,55.9625,64.1425,61.165,60.425
ARCC,2020,59.2375,65.8325,74.11,66.3925
ARCH,2020,61.372499999999995,59.3125,66.14,62.2725
ARCT,2020,58.3025,54.64,68.08,60.34
ARDX,2020,51.87,67.0875,60.932500000000005,59.962500000000006
ARE,2020,73.4725,66.55,61.195,67.0725
AREB,2020,55.697500000000005,54.092499999999994,66.655,58.815
AREBW,2020,55.697500000000005,54.092499999999994,66.655,58.815
AREC,2020,59.955,59.035000000000004,54.712500000000006,57.9
AREN,2020,45.1375,58.7775,66.405,56.777499999999996
ARES,2020,70.71000000000001,62.942499999999995,70.9,68.185
ARGD,2020,50.905,36.495000000000005,64.9725,50.7925
ARGO,2020,50.905,36.495000000000005,64.9725,50.7925
ARI,2020,55.5925,60.567499999999995,73.9375,63.3675
ARKO,2020,58.96,59.81,68.44,62.4
ARKOW,2020,58.96,59.81,68.44,62.4
ARKR,2020,79.19,59.36333333333332,69.26666666666667,69.27333333333333
ARL,2020,66.3775,53.05500000000001,67.19500000000001,62.207499999999996
ARLO,2020,61.86749999999999,52.08500000000001,64.355,59.4375
ARLP,2020,57.512499999999996,65.7575,65.5025,62.9225
ARMK,2020,59.73666666666667,74.17,57.553333333333335,63.82333333333333
ARMP,2020,56.025,57.785000000000004,63.7,59.1675
ARNC,2020,71.08,73.73750000000001,64.1875,69.67
